architecture,model_type,variation_name,layers,hidden_state,implementation,bleu_4,meteor,total_time_sec,avg_time_sec,unique_captions,top_caption_frequency
context_v2,LSTM,Shallow_Large,1,512,scratch,0.12321453674201034,0.3385426187142508,33.92114729998866,0.33921147299988663,86,0.05
context_v2,LSTM,Shallow_Large,1,512,keras,0.12321453674201034,0.3385426187142508,169.76621989998966,1.6976621989998966,86,0.05
context_v2,SimpleRNN,Shallow_Large,1,512,scratch,0.13951378398802788,0.3661461386406099,26.91514530000859,0.2691514530000859,95,0.02
context_v2,SimpleRNN,Shallow_Large,1,512,keras,0.13951378398802788,0.3661461386406099,139.0645931000181,1.390645931000181,95,0.02
